ID	Type	Kind	Rate	Times	Content	FlagID
79	2	MajorEvnt	10	50|550	[NAME]Mengejar Ribuan Mil，akhirnya masuk[PLACE2]Bunuh musuhmu dengan tanganmu sendiri。Namun, takdir mempermainkan manusia，Putra musuh sebenarnya memiliki kedekatan yang besar dengan saya，Dia adalah pewaris sempurna warisannya sendiri.。[NAME]ragu lagi dan lagi，Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.，Saya tidak tahu apakah itu sebuah berkah atau kutukan。	
80	2	MajorEvnt	10	50|550	[NAME]Bepergian sebagai manusia fana[CITY2]jam，Kualitasnya yang luar biasa ternyata ditemukan oleh seorang pemuda berbakat.。[NAME]Memanfaatkan suasana hati tersebut, dia menerima pemuda ini sebagai penggantinya.。	
81	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Secara kebetulan, saya bertemu dengan beberapa orang yang bersaing untuk itu[DAN2]，[NAME]bersembunyi di belakang，Pada akhirnya, oriole tertinggal，Dapatkan harta karun ini。	
82	2	MajorEvnt	10	50|550	[NAME]Saat bepergian keliling dunia，Saya tidak sengaja menyinggung musuh yang tidak dapat saya tolak.，Saya akhirnya lolos setelah diburu ribuan mil.。	
83	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Tiba-tiba menyadari sebuah rahasia misterius，Setelah membacanya, saya sadar，Kultivasinya meningkat pesat，Terobosan dunia。	
84	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Bertemu satu secara kebetulan[LINGPLANT2]Menghasilkan，[NAME]Ketahuilah bahwa peluang jarang terjadi，Cepat bersilang lutut untuk memahaminya，Tanpa diduga menemukan metode rahasia asli。	
85	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Secara kebetulan, embrio harta karun rahasia kuno ditemukan，[NAME]berkelahi dengan seseorang，Berhasil menangkap harta rahasia。	
86	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Saya kebetulan menemukan teknik rahasia yang muncul di dunia，[NAME]berkelahi dengan seseorang，Berhasil menangkap rahasianya dan pergi。	
87	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Tiba-tiba pikiranku bergerak，Saya benar-benar menyadari sedikit misteri。[NAME]manfaatkan kesempatan ini，Berhasil mengembangkan metode yang luar biasa。	
88	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Menemukan reruntuhan gua Guxianren。[NAME]Masuk ke dalam dan jelajahi，Saya sebenarnya mendapat senjata ajaib suci，Kesempatan yang luar biasa。	
89	2	MajorEvnt	10	500|5500	[NAME]ada[PLACE2]saat bepergian，Gerakan tiba-tiba dan ketenangan yang mendalam，Memutuskan untuk hidup mengasingkan diri di sini selama beberapa tahun lagi。	
90	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Secara kebetulan, embrio harta karun rahasia kuno ditemukan，[NAME]berkelahi dengan seseorang，Hilang secara tidak sengaja，Sebaliknya, dia menjadi musuh yang kuat。	
91	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Saya kebetulan menemukan teknik rahasia yang muncul di dunia，[NAME]berkelahi dengan seseorang，Hilang secara tidak sengaja，Sebaliknya, dia menjadi musuh yang kuat。	
92	2	MajorEvnt	10	50|550	[NAME]ada[PLACE2]saat bepergian，Saat Anda bertemu musuh, mereka sepertinya sedang ada urusan。[NAME]tanpa mengucapkan sepatah kata pun，Berkelahi dengannya selama beberapa hari，putus dengan cara yang buruk。	
93	2	MajorEvnt	10	50|550	[NAME]ada[CITY2]saat bepergian，Saya ingin memanen gelombang kultivasi dengan menggunakan seni mengubah tubuh menjadi jiwa.。Tapi saya tidak menyangka salah satu penerima jiwa adalah keturunan Daxiu.。[NAME]Ditendang ke pelat besi，Dikejar ribuan mil，hampir mati。	
94	2	MajorEvnt	10	50|550	[NAME]Terluka parah saat berkelahi，Hidup tergantung pada seutas benang。Dalam keputusasaan，Saya harus menggunakan seni merebut tubuh untuk merebut tubuh manusia.，Pengurangan besar dalam budidaya。	
95	2	MajorEvnt	10	50|550	[NAME]Saat bepergian keliling dunia，Melewati sebuah desa yang dilanda kekeringan。[NAME]Tiba-tiba saya merasa baik hati，Ia bahkan menghabiskan hidupnya untuk mendoakan hujan di tempat ini selama beberapa hari.。Nama pahlawan tersebar sejauh ratusan mil。	
96	2	MajorEvnt	10	50|550	[NAME]Saat bepergian keliling dunia，Melewati desa yang dirusak oleh monster。[NAME]Saya tidak ingin memperhatikannya，Tapi pelaku kejahatan ini datang ke pintu，Saya harus membunuhnya。Reputasinya sebagai orang yang sopan menyebar hingga ratusan mil。	
97	2	MajorEvnt	10	50|550	[NAME]Saat bepergian keliling dunia，Melewati sebuah desa, tragedi terjadi silih berganti。Sekilas，Saya baru menyadari bahwa feng shui di sini sangat buruk.，Ternyata itu adalah Jiuyou Jedi。[NAME]Saya tidak sanggup menanggung bencana ini bagi warga di sini.，Jadi saya membantunya meningkatkan feng shuinya.。	
98	2	MajorEvnt	10	1000|2500	[NAME]Saat bepergian keliling dunia，Melewati tempat harta karun yang kaya akan energi spiritual，[NAME]Berkah bagi jiwa，Saya mungkin sebaiknya tetap mengasingkan diri di sini selama lebih dari sepuluh tahun.，Kemajuan besar dalam budidaya。	
99	3	Start	10	50|300	[NAME]Setelah dikeluarkan dari sekte tersebut, dia merasa sangat menyesal karena telah melewatkan kesempatan keabadian.，Tapi aku juga tahu bahwa aku tidak bisa memaksakan masalah ini.。Aku hanya perlu mengatur suasana hatiku，Menghabiskan beberapa bulan bergegas kembali ke kampung halamannya。	
100	3	End	10		[NAME]Masa hidup telah berakhir，Akhir kehidupan。	
101	3	End	10		[NAME]Secara tidak sengaja tertular penyakit serius，Sarana fana, obat-obatan, dan batu tidak efektif，Setelah beberapa bulan berlama-lama, dia tiba-tiba meninggal dunia。	
102	3	End	10		[NAME]Sial，Daerah dimana dia berada sebenarnya ditemukan oleh seorang penggarap jahat，Seluruh desa telah dimurnikan jiwa dan mati dalam semalam.。	
103	3	End	10		Seekor monster[MONSTER3]Invasi[NAME]daerah，[NAME]Pimpin kerumunan untuk mengusir monster，Namun sayangnya dia tertabrak，Kematian tragis di tempat。	
104	3	End	10		[NAME]Tanpa diduga, saya menemukan cahaya bersinar di kejauhan，Dia tahu bahwa Yang Abadilah yang memegang pedang, karena dia memiliki pengalaman di Sekte Abadi.，Terburu-buru mencari keabadian。Tapi saya tidak menyangka ini adalah pertarungan hidup dan mati antara dua musuh.，[NAME]seorang manusia fana，Dia tewas di tempat setelah pertarungan.，Ini sungguh mengecewakan。	
105	3	End	10		[NAME]Daerah tersebut dianggap sebagai kampung halaman para pemberontak yang memberontak melawan istana kekaisaran beberapa hari lalu.，Meninggal karena terlibat。	
106	3	End	10		[NAME]Daerah itu dijarah oleh sekelompok pemberontak yang melarikan diri dan lewat.，Tidak ada ayam atau anjing yang tersisa di desa，Sungguh sebuah tragedi。	
107	3	End	10		[NAME]Aku masih belum bisa melepaskan takdir peri yang kurindukan，Tertekan sepanjang hari，Akhirnya meninggal karena khawatir。	
108	3	End	10		[NAME]Saat pergi keluar untuk suatu keperluan，Pinggangnya dipatahkan oleh babi hutan yang sudah gila.，Dia meninggal karena sakit setengah tahun kemudian。	
109	3	End	10		[NAME]Daerah tersebut dilanda banjir，Tidak ada seorang pun di desa itu yang selamat。	
110	3	End	10		[NAME]Ada badai petir di daerah tersebut，[NAME]orang yang duduk di rumah，Disambar petir，meninggal di tempat。	
111	3	KeyEvet1	10	50|200	[NAME]Bagaimanapun, saya pernah berada di sekte Xianjia，Percakapan yang luar biasa，Pengalamannya lebih luar biasa dibandingkan pengalaman orang lain。Sebenarnya menikah dengan anggota keluarga kerajaan，Ini adalah sebuah berkah。	
112	3	KeyEvet1	10	50|200	[NAME]Menikah dengan orang biasa。Bagaimanapun, dia pernah ke Gunung Peri，Saya tidak tahu berapa banyak orang yang datang untuk mencari pernikahan.，membuat pilihan ini，Banyak orang di sekitar yang terkejut。	
113	3	KeyEvet1	10	50|200	[NAME]Sembunyikan segala sesuatu tentang dirimu，Pernikahan biasa dengan orang yang serasi，Damai dan bahagia。	
114	3	KeyEvet1	10	50|200	[NAME]Setelah bertahun-tahun di dunia fana，Saya tidak pernah bisa melupakan sosok abadi di gunung peri，Memutuskan untuk tidak menikah selamanya。	
115	3	KeyEvet2	10	50|200	[NAME]Karena pengalaman saya di Gunung Peri, saya memperoleh pengetahuan yang luas.，Menjadi dokter paling terkenal di daerah tersebut，Banyak orang datang ke sini untuk meminta saran penempatan。	
116	3	KeyEvet2	10	50|200	[NAME]Karena pengalaman di Gunung Peri, saya memiliki keterampilan yang luar biasa.，Menjadi orang terkuat di dekatnya，Ada banyak orang yang datang untuk belajar di bawah bimbingannya。	
117	3	KeyEvet2	10	50|200	[NAME]Karena pengalaman di Fairy Mountain, saya memiliki reputasi yang sangat tinggi，Merespon dimanapun dia tinggal，Menjalani kehidupan yang cukup baik。	
118	3	KeyEvet2	10	50|200	[NAME]Karena pengalaman saya di Gunung Peri, saya memperoleh pemahaman yang luar biasa.，Aritmatika deduktifnya memiliki sedikit saingan，Ada orang yang datang kepada saya sepanjang waktu untuk meminta nasihat.。	
119	3	KeyEvet3	10	50|200	[NAME]Daerah tersebut dikepung oleh monster[MONSTER3]Invasi，Berkat dia mendengar tentang kelemahan monster di Gunung Peri，Memimpin semua orang berhasil mengusir monster itu。	
120	3	KeyEvet3	10	50|200	[NAME]Daerah tersebut dilanda banjir besar，[NAME]Saya tidak tahu betapa saya begitu diberkati sehingga jiwa saya terbangun di tengah malam，Pimpin semua orang untuk melarikan diri ke pegunungan，Lolos。	
121	3	KeyEvet3	10	50|200	[NAME]Daerah tersebut dilanda wabah，Terima kasih[NAME]terinformasi dengan baik，Segera menyarankan semua orang untuk mengisolasi diri，Meski sedikit kejam，Tapi setidaknya hal itu menghentikan penyebaran wabah。	
122	3	KeyEvet3	10	50|200	[NAME]Daerah tersebut sedang mengalami malam abadi，Terima kasih[NAME]Pengalaman di Xianshan telah diatur sebelumnya，Semua orang berhasil selamat dari bencana tersebut。	
123	3	KeyEvet4	10	50|200	[NAME]Akhirnya menghemat cukup uang，ada[CITY3]Membeli properti sendiri。	
124	3	KeyEvet4	10	50|200	[NAME]Secara tidak sengaja menyelamatkan nyawa seorang bangsawan，Dia sebenarnya dihadiahi satu set apartemen yang terletak di dalamnya[CITY3]industri。	
125	3	KeyEvet4	10	50|200	[NAME]Karena pengalaman di gunung peri，Disukai oleh keluarga kerajaan。Untuk menang[NAME]，khusus di[CITY3]Beri dia properti mewah，Bisa dikatakan satu langkah menuju langit。	
126	3	KeyEvet4	10	50|200	[NAME]ada[CITY3]Saat berbisnis，Secara kebetulan, saya menyelamatkan seorang lelaki tua yang tiba-tiba sakit.，Saya tidak menyangka orang ini akan menjadi seperti itu[CITY3]Salah satu orang terkaya。sebagai ucapan terima kasih[NAME]，Orang kaya itu langsung memberinya sebuah properti mewah。	
127	3	MajorEvnt	10	50|200	[NAME]ada[CITY3]Saat berbisnis，Secara tidak sengaja menyinggung pengganggu lokal，Sebuah kaki patah。	
128	3	MajorEvnt	10	50|200	[NAME]Secara tidak sengaja tertular penyakit serius，Penyakit serius，Butuh lebih dari setengah tahun untuk pulih，Terluka parah。	
129	3	MajorEvnt	10	50|200	[NAME]ada[CITY3]Saat berbisnis，Secara tidak sengaja membantu seorang pengemis miskin。Tanpa diduga, orang ini sebenarnya adalah inkarnasi dari makhluk abadi。sebagai ucapan terima kasih[NAME]perbuatan baik，Yang abadi memberinya sepuluh tahun kehidupan，dan kemudian pergi。	
130	3	MajorEvnt	10	50|200	Seekor monster[MONSTER3]Invasi[NAME]daerah，[NAME]Pimpin kerumunan untuk mengusir monster，Namun sayangnya dia tertabrak，Terluka parah。	
131	3	MajorEvnt	10	50|200	[NAME]Saya beruntung，Saya sebenarnya mengambil sekotak emas batangan di pinggir jalan.。	
132	3	MajorEvnt	10	50|200	[NAME]Daerah itu dijarah oleh bandit，[NAME]Meskipun dia melarikan diri dengan nyawanya meski berjuang keras,，Tapi lenganku masih patah。	
133	3	MajorEvnt	10	50|200	[NAME]Daerah itu dijarah oleh sekelompok pemberontak yang melarikan diri dan lewat.，[NAME]Ditusuk tepat di dada，Tapi secara ajaib hal itu menghindari semua poin penting，Bertahan karena keberuntungan。	
134	3	MajorEvnt	10	50|200	[NAME]semoga beruntung，ada[CITY3]Kasino membunuh semua orang，memenangkan banyak uang。Di luar dugaan, musibah dan berkah saling bergantung satu sama lain，Menjadi cemburu，Bukan saja harta benda mereka dirampok,，Dia juga dipukuli dengan kejam。	
135	3	MajorEvnt	10	50|200	[NAME]Berharap untuk mendapatkan karir resmi，Namun sayangnya gagal。	
136	3	MajorEvnt	10	50|200	[NAME]Banyak pengalaman di dunia ini，Tiba-tiba saya memahami kebenaran bahwa semua orang di dunia menderita。Sayangnya takdir telah hilang，Sedih。	
137	3	MajorEvnt	10	50|200	[NAME]Saat pergi keluar untuk suatu keperluan，Melihat seorang pria perkasa memamerkan kekuatannya，Kalahkan warga sipil secara sembarangan，[NAME]Sangat marah，Mengalahkan orang berkuasa di jalanan。Tapi dia diinginkan karena hal itu，Dia melarikan diri untuk waktu yang lama sebelum mengusir pengejarnya.。	
138	3	MajorEvnt	10	50|200	[NAME]Cemburu karena pengalamannya di Gunung Peri，Saat saya keluar, saya sebenarnya dijebak dan dihadang oleh orang kuat.。Terima kasih[NAME]Nasib itu bagus，Baru saja lolos dengan kehidupan。	
139	3	MajorEvnt	10	50|200	[NAME]Cemburu karena pengalamannya di Gunung Peri，Menjadi jahat menyebarkan rumor。[NAME]Tak berdaya，Saya hanya bisa keluar dari sini。	
140	3	MajorEvnt	10	50|200	[NAME]Karena pengalaman di Gunung Peri, saya merasa lebih unggul dari orang lain dimana pun.，Saya tidak menyangka hal itu akan menimbulkan masalah，Dijebak dengan jahat，Meski nyawanya akhirnya terselamatkan，Tapi dia kehilangan mata kirinya selamanya。	
141	3	MajorEvnt	10	50|200	[NAME]Dia ditemukan oleh seorang ahli seni bela diri karena pengalamannya di Gunung Peri.，Saya ingin menyiksanya untuk mengetahui keberadaan yang abadi.。Untung[NAME]Ketahui gambaran umumnya，Ketahuilah bahwa Anda tidak boleh mengungkapkan jejak gunung peri，Gertakkan gigimu dan jangan lepaskan。Ahli seni bela diri ini juga ada dalam pikirannya，Jangan berani memaksakan diri terlalu keras，Pada akhirnya aku harus melepaskannya。	
142	3	MajorEvnt	10	50|200	[NAME]Karena pengalaman di Gunung Peri, saya merasa lebih unggul dari orang lain dimana pun.，Tanpa diduga, dia menyinggung makhluk abadi yang bersembunyi di kota.。Yang abadi memberikan hukuman dan kemudian pergi.，[NAME]Baru pada saat itulah saya menyadari bahwa saya telah melewatkan kesempatan keabadian lagi，Sedih。	
143	3	MajorEvnt	10	50|200	[NAME]Suatu saat ketika saya keluar, saya bertemu dengan seorang lelaki tua dengan roh peri.，Temperamen seperti ini membuat[NAME]Memikirkan keluarga peri di gunung peri，Kupikir dia benar-benar abadi，Oleh karena itu, rajinlah segala macam sanjungan。Namun, lelaki tua ini juga diusir dari Gunung Abadi，dan gunakan ini untuk menipu，[NAME]Jadi aku kehilangan seluruh kekayaanku，Sangat menyedihkan。	
144	3	MajorEvnt	10	50|200	[NAME]Suatu saat ketika saya keluar, saya bertemu dengan seorang lelaki tua dengan roh peri.，[NAME]Kupikir itu adalah makhluk abadi yang turun ke bumi，memohon。Tanpa diduga, orang ini adalah seorang kultivator jahat yang diusir dari sekte master.，Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.[NAME]Dua puluh tahun Yangshou berlalu dengan tenang，Menyedihkan[NAME]Oleh karena itu, hal ini berumur pendek dan orang tidak menyadarinya。	
145	3	MajorEvnt	10	50|200	[NAME]Ketika saya keluar, saya bertemu dengan seorang anak yang bertingkah aneh.，[NAME]Mengingatkanku pada rumor yang kudengar di Fairy Mountain，Kukira itu permainan peri di bumi，Lalu dia menjilat dengan getir，Saya tidak menyangka bahwa ini hanyalah seorang anak dengan masalah neurologis，Lelucon yang besar。	
146	3	MajorEvnt	10	50|200	[NAME]Ketika saya keluar, saya bertemu dengan seorang wanita dengan temperamen yang tidak biasa.，[NAME]Mengingatkanku pada rumor yang kudengar di Fairy Mountain，Kukira itu permainan peri di bumi，Lalu dia menjilat dengan getir，Saya tidak menyangka orang ini adalah putri kerajaan yang diam-diam keluar untuk bermain，[NAME]Dalam sekejap, dia ditangkap oleh para penjaga yang diam-diam melindungi sang putri dan disiksa untuk diinterogasi.。	
147	3	MajorEvnt	10	50|200	[NAME]Suatu saat ketika saya keluar, saya bertemu dengan seorang lelaki tua yang memiliki roh surgawi dan meminta bantuannya.，[NAME]mengira dia pembohong，dan mengusirnya tanpa ampun.，Aku bahkan ingin menghajarnya，Di luar dugaan, orang ini benar-benar peri di dunia。Yang abadi menerima pukulan hebat，Hehehahaha，Tinggalkan di awan。[NAME]Kehilangan keabadian lagi，Menyesal tanpa henti。	
148	4	Start	10	50|200	[NAME]Setelah kematian, secercah jiwa jatuh ke dunia bawah dalam kebingungan，Mulailah menunggu reinkarnasi berikutnya。	
149	4	End	10		[NAME]Reinkarnasi ini jatuh ke dalam keluarga kaya，Karena[NAME]Bakat yang tak tertandingi，pernah[SCHOOL4]Terima sebagai murid，Keluar dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
150	4	End	10		[NAME]Dalam reinkarnasi ini, ia menjadi satu-satunya putra dari sepasang praktisi Jiwa yang Baru Lahir.，Meskipun[NAME]Kualifikasi yang buruk，Namun ia juga dibudidayakan dengan cermat oleh orang tuanya dengan berbagai ramuan，untuk melarikan diri dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
151	4	End	10		[NAME]Dalam reinkarnasi ini, dia ditangkap oleh seorang kultivator jahat ketika dia masih muda dan digunakan sebagai kuali untuk pelatihan.，Setelah kultivator jahat ini terbunuh,，[NAME]Karena kualifikasinya dapat diterima，selimut[SCHOOLG4]Pintu bagian dalam，untuk melarikan diri dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
152	4	End	10		[NAME]Desa tempat reinkarnasi ini terjadi dipilih oleh sekte jahat dan menjadi sasaran pengorbanan darah.，[NAME]Karena kualifikasinya dapat diterima，selimut[SCHOOLB4]Tinggalkan hidup Anda dan ambillah di bawah sayap Anda，untuk melarikan diri dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
153	4	End	10		[NAME]Reinkarnasi ini menjadi seorang petani biasa，Sangat disayangkan saya terlibat dalam pertarungan antara kebaikan dan kejahatan，Kultivator jahat itu putus asa，Aktifkan sihir terlarang，[NAME]Bahan bakar yang diubah menjadi sihir terlarang dihancurkan baik dalam bentuk maupun roh.，Bahkan tidak bisa bereinkarnasi lagi，menghilang selamanya antara langit dan bumi。	
154	4	End	10		[NAME]peluang，Dipilih oleh dunia bawah untuk menjadi hantu。Ini dapat dianggap sebagai lompatan keluar dari reinkarnasi dalam bentuk lain.。	
155	4	End	10		[NAME]Reinkarnasi ini menjadi babi hutan，Secara kebetulan, saya menelan sepotong Polygonum multiflorum yang ditanam lima ribu tahun yang lalu.，Membuka kebijaksanaan，Menjadi seorang kultivator iblis，untuk melarikan diri dari reinkarnasi。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
156	4	End	10		[NAME]Reinkarnasi ini menjadi kelinci，Secara kebetulan, dia masuk ke dalam barisan pengumpul roh yang dibangun oleh seorang biksu.，Membuka kebijaksanaan，Menjadi seorang kultivator iblis，untuk melarikan diri dari reinkarnasi。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
157	4	End	10		[NAME]Reinkarnasi ini menjadi seekor bangau，terlahir gemuk，Tercerahkan oleh yang abadi，menjadi tunggangan，Juga terbuka kecerdasan spiritual，Menjadi seorang kultivator iblis，untuk melarikan diri dari reinkarnasi。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
158	4	End	10		[NAME]Reinkarnasi ini menjadi penduduk desa biasa，Bertemu dengan seorang kultivator jahat yang sekarat saat pergi ke pegunungan untuk mencari tanaman obat.。Kultivator jahat ini ingin merebut tubuhnya，Namun meninggal pada saat-saat terakhir perampasan jenazah，Hadiah gratis[NAME]Seluruh tubuh berkultivasi，untuk melarikan diri dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
159	4	End	10		[NAME]Kali ini saya bereinkarnasi di rumah seorang pedagang，Tertangkap dalam pertemuan peri[SCHOOL4]memilih，Menjadi murid batin，untuk melarikan diri dari reinkarnasi，Kembali ke keabadian。[NAME]Kisah seperti apa yang akan dimainkan dalam hidup ini?？Masih belum diketahui。	
160	4	KeyEvet1	10	10000|15000	[NAME]Karena terlalu banyak kebohongan yang terakumulasi di kehidupan lampau，Dia dilemparkan ke dalam neraka yang mencengangkan dan mengalami penyiksaan selama seratus tahun.。	
161	4	KeyEvet1	10	10000|15000	[NAME]Karena dosa berlebihan yang terakumulasi di kehidupan sebelumnya，Dia dilemparkan ke Neraka Pilar Perunggu dan mengalami penyiksaan selama seratus tahun.。	
162	4	KeyEvet1	10	10000|15000	[NAME]Karena terlalu banyak dosa yang menumpuk di kehidupan sebelumnya，Dia dilemparkan ke Neraka Gunung Pedang dan mengalami penyiksaan selama seratus tahun.。	
163	4	KeyEvet1	10	10000|15000	[NAME]Karena terlalu banyak keserakahan yang terakumulasi di kehidupan sebelumnya，Dia dilemparkan ke neraka vulkanik dan mengalami penyiksaan selama ratusan tahun.。	
164	4	KeyEvet2	10	10000|15000	[NAME]sial，Bertepatan dengan runtuhnya Gunung Yinshan，Ditahan sebagai kuli selama lebih dari seratus tahun sebelum dibebaskan，masuk kembali ke reinkarnasi。	
165	4	KeyEvet2	10	10000|15000	[NAME]sial，Bertepatan dengan banjirnya Sungai Styx，Ditahan sebagai kuli selama lebih dari seratus tahun sebelum dibebaskan，masuk kembali ke reinkarnasi。	
166	4	KeyEvet2	10	10000|15000	[NAME]sial，Bertepatan dengan renovasi Kota Hantu yang dilakukan sekali dalam seribu tahun，Ditahan sebagai kuli selama lebih dari seratus tahun sebelum dibebaskan，masuk kembali ke reinkarnasi。	
167	4	KeyEvet2	10	10000|15000	[NAME]sial，Bertepatan dengan pemberontakan neraka，Ditahan sebagai tentara hantu dan ditekan di neraka selama lebih dari seratus tahun sebelum dia dibebaskan，masuk kembali ke reinkarnasi。	
168	4	KeyEvet3	10	1000|9000	[NAME]Belum ada waktu untuk masuk kembali ke reinkarnasi，Ditangkap oleh seorang kultivator jahat di dunia manusia.，Berlatihlah menjadi senjata ajaib untuk meningkatkan kekuatannya。hingga beberapa dekade kemudian，Senjata ajaib ini dihancurkan，Hanya dengan begitu dia dapat memasuki reinkarnasi lagi。	
169	4	KeyEvet3	10	1000|9000	[NAME]Belum ada waktu untuk masuk kembali ke reinkarnasi，Ditangkap oleh keluarga abadi di dunia manusia menggunakan metode pengangkutan lima hantu，Menjadi kuli untuk memperbaiki sekte tersebut。hingga beberapa dekade kemudian，Para kuli dibebaskan setelah menyelesaikan pekerjaannya，Hanya dengan begitu dia dapat memasuki reinkarnasi lagi。	
170	4	KeyEvet3	10	1000|9000	[NAME]Belum ada waktu untuk masuk kembali ke reinkarnasi，Diculik oleh seorang kultivator jahat di dunia manusia dan disempurnakan menjadi sihir。hingga beberapa dekade kemudian，Kultivator jahat ini meninggal，Baru kemudian mendapatkan kembali kebebasan，mampu memasuki kembali reinkarnasi。	
171	4	KeyEvet3	10	1000|9000	[NAME]Belum ada waktu untuk masuk kembali ke reinkarnasi，Dia diculik oleh makhluk abadi di dunia dan dilatih menjadi boneka Enam Ding Liujia.。Sampai musuh yang kuat menyerang，Golem hancur，untuk mendapatkan kembali kebebasan，masuk kembali ke reinkarnasi。	
172	4	KeyEvet4	10	5000|9000	[NAME]Dalam reinkarnasi ini, dia dibunuh dan mati.，Sedikit kebencian tetap ada dan menjadi hantu。Hingga energi Yang musuh tersedot hingga kering，Hanya ketika kebencian hilang barulah kita dapat memasuki kembali siklus reinkarnasi。	
173	4	KeyEvet4	10	5000|9000	[NAME]Dalam reinkarnasi ini, saya mati di Sembilan Netherworld.，Diwarnai oleh feng shui yang kejam，Berubah menjadi hantu，Setelah menjadi jahat selama lebih dari sepuluh tahun, dia diusir oleh keluarga abadi.，masuk kembali ke reinkarnasi。	
174	4	KeyEvet4	10	5000|9000	[NAME]Reinkarnasi ini dibunuh oleh para penggarap jahat，Dimurnikan menjadi hantu yang ganas。Kemudian kultivator jahat itu dibunuh，[NAME]Melarikan diri dari dunia，Butuh lebih dari sepuluh tahun agar kemalangan bisa dihilangkan oleh seorang ahli.，masuk kembali ke reinkarnasi。	
175	4	KeyEvet4	10	5000|9000	[NAME]Reinkarnasi ini menjadi seekor ular，Namun, ia ditangkap oleh sekelompok bandit，Dia disiksa dan dipermainkan selama beberapa bulan sebelum dia meninggal.。Setelah kematian, kebencian tetap ada dan berubah menjadi hantu ganas，Bunuh semua bandit，Kemudian menjadi iklim yang mendominasi satu sisi。Baru setelah dia menghadapi badai petir, kebenciannya hilang，masuk kembali ke reinkarnasi。	
176	4	MajorEvnt	10	1000|2000	[NAME]Reinkarnasi ini menjadi seekor anjing，Temani sang master melintasi pegunungan dan hutan。saat berburu，Demi menyelamatkan tuannya, sayangnya dia mati dikepung oleh mangsa.，masuk kembali ke reinkarnasi。	
177	4	MajorEvnt	10	1000|2000	[NAME]Reinkarnasi ini menjadi seekor sapi，Peras susu sepanjang hidupku，Setelah tua, ia disembelih dan direbus dengan daging sapi.，masuk kembali ke reinkarnasi。	
178	4	MajorEvnt	10	100|200	[NAME]Reinkarnasi ini menjadi seekor ayam，Tidak lama setelah ia lahir, ia dijadikan ayam yang direbus dengan jamur，masuk kembali ke reinkarnasi。	
179	4	MajorEvnt	10	50000|60000	[NAME]Reinkarnasi ini menjadi kura-kura，Dia menjalani kehidupan biasa selama lebih dari lima ratus tahun sebelum dia meninggal.，masuk kembali ke reinkarnasi。	
180	4	MajorEvnt	10	500|1000	[NAME]Reinkarnasi ini menjadi kelinci，Ditangkap oleh sekelompok bandit dan dijadikan kepala kelinci pedas。	
181	4	MajorEvnt	10	30|50	[NAME]Reinkarnasi ini menjadi seekor semut，Ditenggelamkan oleh anak nakal yang kencing di sarang semut，masuk kembali ke reinkarnasi。	
182	4	MajorEvnt	10	30|70	[NAME]Reinkarnasi ini menjadi katak，Ditonton oleh seorang ahli bela diri sambil men-tweet，Dia benar-benar menyadari seni bela diri yang tiada taranya darinya。Tuannya sangat gembira，Gunakan energi batin Anda untuk menciptakan ombak besar di danau untuk mengekspresikan kegembiraan Anda.，Kodok ini dibunuh，masuk kembali ke reinkarnasi。	
183	4	MajorEvnt	10	100|500	[NAME]Reinkarnasi ini menjadi burung beo，Karena saya ahli dalam kata-kata makian，Mulutnya sangat bau，Dilucuti bulunya，Mati kedinginan。	
184	4	MajorEvnt	10	4000|7000	[NAME]Dalam reinkarnasi ini, saya bereinkarnasi menjadi keluarga terpelajar.，Dia sudah kaya sejak SD dan punya lima mobil，memperoleh ketenaran，menghabiskan hidupmu，mendapatkan kematian yang baik，masuk kembali ke reinkarnasi。	
