ID	Name	Desc	sParam1	sParam2
10090	Awakened Boar			At [TXT], a boar came to the realization of "[FRAG]" by chance, and has thus become awakened.
10091	Awakened Frog			At [TXT], a frog came to the realization of "[FRAG]" by chance, and has thus become awakened.
10092	Awakened Turtle			At [TXT], a turtle came to the realization of "[FRAG]" by chance, and has thus become awakened.
10093	Awakened Cat			At [TXT], a cat came to the realization of "[FRAG]" by chance, and has thus become awakened.
10094	Awakened Tiger			At [TXT], a tiger came to the realization of "[FRAG]" by chance, and has thus become awakened.
10095	Awakened Bull			At [TXT], a bull came to the realization of "[FRAG]" by chance, and has thus become awakened.
10096	Master's Enlightenment	Diberkati oleh keberuntungan,[NAME]mendapat pencerahan dari[TNAME]pada[TIME], dan dengan demikian telah menjadi Roh yang Hidup.		
10097	Sentient World	Diberkati oleh keberuntungan,[NAME]memperoleh energi langit dan bumi di[WEATHER], membangkitkan kesadaran diri dan menjadi Roh yang Hidup.		
10098	Awakening Energy	Diberkati oleh keberuntungan, setelah menghabiskan waktu bertahun-tahun di[TNAME]sisi,[NAME]secara tidak sengaja membangkitkan kesadaran diri dan menjadi Makhluk Roh, karena energi yang terkumpul dari mendengarkan kata-kata bijak.		
10099	Awakened Bear			At [TXT], for some reason, a bear accidentally felt "[FRAG]" several times, becoming awakened as a result.
10100	Awakened Rabbit			At [TXT], for some reason, a rabbit accidentally felt "[FRAG]" several times, becoming awakened as a result.
10101	Awakened Chicken			At [TXT], for some reason, a chicken accidentally felt "[FRAG]" several times, becoming awakened as a result.
10102	Awakened Wolf			At [TXT], for some reason, a wolf accidentally felt "[FRAG]" several times, becoming awakened as a result.
10103	Awakened Snake			At [TXT], a snake came to the realization of "[FRAG]" by chance, and has thus become awakened.
10104	Awakened Boar			At [TXT], for some reason, a boar accidentally felt "[FRAG]" several times, becoming awakened as a result.
10105	Awakened Frog			At [TXT], for some reason, a frog accidentally felt "[FRAG]" several times, becoming awakened as a result.
10106	Awakened Turtle			At [TXT], for some reason, a turtle accidentally felt "[FRAG]" several times, becoming awakened as a result.
10107	Awakened Cat			At [TXT], for some reason, a cat accidentally felt "[FRAG]" several times, becoming awakened as a result.
10108	Awakened Tiger			At [TXT], for some reason, a tiger accidentally felt "[FRAG]" several times, becoming awakened as a result.
10109	Awakened Bull			At [TXT], for some reason, a bull accidentally felt "[FRAG]" several times, becoming awakened as a result.
10110	Awakened Bear			A bear "[FRAG]" multiple times at [TXT], then had a sudden Enlightment and became awakened.
10111	Awakened Rabbit			A rabbit "[FRAG]" multiple times at [TXT], then had a sudden Enlightment and became awakened.
10112	Awakened Chicken			A chicken "[FRAG]" multiple times at [TXT], then had a sudden Enlightment and became awakened.
10113	Awakened Wolf			After "[FRAG]" multiple times, a wolf had a sudden Enlightment and became awakened at [TXT].
10114	Awakened Snake			After "[FRAG]" multiple times, a snake had a sudden Enlightment and became awakened at [TXT].
10115	Awakened Boar			After "[FRAG]" multiple times, a boar had a sudden Enlightment and became awakened at [TXT].
10116	Awakened Frog			After "[FRAG]" multiple times, a frog had a sudden Enlightment and became awakened at [TXT].
10117	Awakened Turtle			After "[FRAG]" multiple times, a turtle had a sudden Enlightment and became awakened at [TXT].
10118	Awakened Cat			After "[FRAG]" multiple times, a cat had a sudden Enlightment and became awakened at [TXT].
10119	Awakened Tiger			After "[FRAG]" multiple times, a tiger had a sudden Enlightment and became awakened at [TXT].
10120	Awakened Bull			After "[FRAG]" multiple times, a bull had a sudden Enlightment and became awakened at [TXT].
10121	Retreating Enemy	Gelombang makhluk bermusuhan bermaksud menyerang Anda. Namun setelah mempertimbangkan dengan cermat reputasi sekte Anda di dunia kultivasi, mereka akhirnya memutuskan untuk menyerah.		
10122	Ascension	    [NAME]telah melewati semua kesulitan dan akhirnya terlupakan dengan tubuh fana, melampaui alam ini dan tidak meninggalkan apa pun kecuali legenda untuk diceritakan kepada generasi mendatang.\nSebuah puisi sebagai bukti:\n[color=#D06508]Dari kekacauan yang terjadi di alam semesta, manusia pertama lahir. Kesatuan muncul sebelum dualitas, dan Empat Simbol menjaga bumi.\nSang dewi memberi kehidupan pada semua ciptaan dari tanah liat, sementara Yang Maha Cerah melukiskan gambaran yang memisahkan Yin dan Yang.\nSeratus tahun penanaman berlalu sementara para prajurit bertempur dalam pertempuran yang tak terhitung jumlahnya. Seribu tahun lagi hanyalah sekejap mata dalam meditasi.\nSaya tidak akan berkata apa-apa lagi karena Kesengsaraan Surgawi datang untuk membawa saya pergi. Semua masalah duniawi akan hilang bersama angin setelah saya meninggalkan alam eksistensi ini.[/color]		
10127	Converged Fortune	Setelah menaklukkan semua sekte dengan kekuatan tak tertandingi, sekte Anda telah mengumpulkan semua kekayaan dari alam penggarap, dan Mini Universe Anda mulai memancarkan cahaya aneh dan redup.		
10128	Converged Fortune	Hanya dalam beberapa tahun, sudah ada 50 murid yang naik keabadian di sekte Anda. Oleh karena itu, keberuntungan ilahi yang besar telah berkumpul di sini, dan Mini Universe Anda mulai memancarkan cahaya redup yang aneh.		
10129	Converged Fortune	Setelah banyak kesulitan, seorang kultivator Inti Emas di sekte Anda telah selamat dari sembilan Kesengsaraan Surgawi, menarik keberuntungan ilahi untuk berkumpul di sini, dan dengan demikian Mini Universe Anda mulai memancarkan cahaya aneh dan redup.		
10130	Converged Fortune	Seiring berjalannya waktu, sekte Anda telah didirikan di sini selama beberapa dekade, secara bertahap menyatu dengan lingkungan dan menyerap kekayaan, dan dengan demikian Mini Universe Anda mulai memancarkan cahaya yang aneh dan redup.		
10131	Converged Fortune	Untuk mengungkap kebenaran kehancuran Sekte Taiyi, Anda secara tak terduga telah mengungkap rahasia paling kuno di dunia setelah penyelidikan yang cermat, di mana keberuntungan ilahi yang besar telah berkumpul di sini, dan dengan demikian Mini Universe Anda mulai memancarkan cahaya yang aneh dan redup.		
10132	Converged Fortune	Kepercayaan surga telah berubah drastis, dan Mini Universe Anda mulai memancarkan cahaya redup yang aneh.		
10133	The time has come	Mini Universe tiba-tiba bergetar aneh. Anda mengingatkan pengaturannya dengan Fu Bikong dan inilah waktunya.		
10123	Otherworld Merchant	    [NAME]dari Traveling Merchant Guild diteleportasi ke sini melalui Otherworld Rift.		
10124	Otherworld Rift	Segerombolan binatang buas diteleportasi ke sini melalui Otherworld Rift.		
10125	Otherworld Rift	Beberapa monster diteleportasi ke sini melalui Otherworld Rift.		
10126	Otherworld Rift	Sekelompok musuh diteleportasi ke sini melalui Otherworld Rift.		
30001	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30002	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30003	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30004	Assault	Beberapa pembunuh misterius diperintahkan untuk menyerang sekte Anda.		
30005	Assault	Beberapa pembunuh misterius diperintahkan untuk menyerang sekte Anda.		
30006	Assault	Beberapa pembunuh misterius diperintahkan untuk menyerang sekte Anda.		
30008	Polar Night	Gangguan pada Stela Yin Yang menyebabkan energi Yin meluap. Akibatnya, matahari menolak terbit.		
30009	Heat Wave	Fiery Chasm menjadi tidak stabil, mengakibatkan suhu tinggi yang tidak normal.		
30010	Chilling Air	Tungku Beku menjadi tidak stabil, mengakibatkan suhu rendah secara tidak normal.		
30012	Rainstorm	Hujan badai lebat telah dimulai, dan Elemen Air di seluruh langit dan bumi sangat aktif.		
30013	Foehn Wind	Angin foehn yang kering dan hangat telah mulai, dan Elemen Api di seluruh langit dan bumi sangat aktif.		
30014	Dust Storm	Badai debu menyapu seluruh daratan, dan Elemen Tanah di seluruh langit dan bumi sangat aktif.		
30015	Qi Drought	Untuk alasan yang tidak diketahui, ini adalah musim kekeringan Qi di seluruh dunia.		
30018	Polar Night	Awan aneh menutupi matahari. Butuh beberapa waktu hingga Anda dapat melihat sinar matahari lagi.		
30019	Miasma	Udara berbahaya meningkat di seluruh area, dan Elemen Kayu di seluruh langit dan bumi sangat aktif.		
30020	Thunderstorm	Badai petir akan datang, dan Elemen Logam di seluruh langit dan bumi sangat aktif.		
30021	Assault	Beberapa pembunuh misterius diperintahkan untuk menyerang sekte Anda.		
30022	Thunderstorm	Menjawab keresahan Gua Misterius, badai petir melanda.		
30028	Passer-by Refugee	Seorang pengungsi yang melarikan diri dari perang sedang lewat, dan[IT]ingin bergabung denganmu.		
30043	Confused Stranger	Ada orang asing yang tersesat di sekitar sini, dan berharap kami dapat membantu mereka.	Confused Stranger	
30044	Curious Stranger	Orang asing yang penasaran menemukan tempat ini secara tidak sengaja, dan[IT]ingin tahu apa sebenarnya yang sedang kami lakukan.	Curious Stranger	
30045	Injured Stranger	Orang asing terluka, dan[IT]ingin tinggal di sini sebentar dan meminta bantuan kami.	Injured Stranger	
30083	Burst of Qi	Untuk alasan yang tidak diketahui, Qi di langit dan bumi tiba-tiba mulai meledak. Beberapa tanaman terpengaruh dan menjadi Spiritwood.		
30111	Dust Storm	Karena pengaruh Kuil Ibu Pertiwi, badai debu telah terjadi.		
30112	Invasion of Beasts	Kuil Ibu Pertiwi telah menyerap sebagian nutrisi dari tanah, membuat marah sekelompok monster. Mereka menjadi bermusuhan!		
30113	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30114	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30115	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30116	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
30117	Heaven Echo Altar	Kristalisasi Batu Roh Selesai!		
50001	Apocalyptic Remnants	Tiba-tiba terdengar suara keras, beberapa berkas cahaya terbang dari cakrawala dan mendarat di dekatnya, tidak yakin dengan sifatnya.		
50002	Invasion of Beasts	Beberapa binatang telah muncul di dekat sini, dan mereka sangat bermusuhan.		
50003	Assault	Beberapa pembunuh misterius diperintahkan untuk menyerang sekte Anda.		
50004	Confused Stranger	Ada orang asing yang tersesat di sekitar sini, dan berharap kami dapat membantu mereka.	Confused Stranger	
50005	Immortal Visitor	Seorang teman abadi Anda sedang mengunjungi sekte Anda, dan dia mungkin ingin tinggal selama beberapa hari.	Immortal Visitor	
50006	Sentient Spirits Passing By	Seorang yang hidup[NAME]telah muncul di dekat sini, dan dipenuhi dengan rasa ingin tahu.		
50007	Plea for Protection	Yaoguai yang baru saja berubah bentuk mencari perlindunganmu, berharap bisa selamat dari Kesengsaraan Surgawi Perubahan Bentuk dengan bantuanmu.		
