ID	Desc	Name
22	[b][align=center][color=#ffe5a1][size=22]Konten Baru: Kebangkitan hewan[/size][/color][/align][/b][b][size=20][color=#F2D896]Kebangkitan: [/size][/color][/b]\nSecara kebetulan atau dengan meminum ramuan abadi, seseorang kemudian memiliki kesadaran terfragmentasi yang dapat memahami dunia. \n\n[b][size=20][color=#F2D896]Memori dan pikiran:[/size][/color][/b]\nHewan yang terbangun mengembangkan kesan kabur tentang segala sesuatu di langit dan bumi, dan ketika kesan ini muncul kembali, hewan mengembangkan ingatan dan pemikiran tentang kesan ini dan mengubahnya menjadi potongan-potongan akal, persepsi, atau kognisi, bergantung pada jenis kesannya. \n[b]-[/b]Kognisi: pengetahuan tentang berbagai hal, dengan fokus pada peningkatan atribut tempur. \n[b]-[/b]Rasionalitas: pemahaman berbagai skenario, dengan fokus pada kecepatan kultivasi. \n[b]-[/b]Persepsi: perasaan berbagai emosi, dengan fokus pada atribusi dasar kelima, tetapi emosi merusak resistensi atributnya. \n\n[b][size=20][color=#F2D896]Generasi Kecerdasan:[/size][/color][/b]\nKetika binatang itu memiliki masing-masing satu bagian dari fragmen Rationalilty, Perception, dan Cognitive pada saat yang bersamaan. Ketika seekor hewan mempunyai satu bagian dari Rasionalitas, satu bagian dari Persepsi dan satu bagian dari Kognisi, ia akan membangkitkan sebagian dari Kecerdasan penuh. Kebangkitan Kecerdasan pada titik ini mewakili pengetahuan pertama binatang itu tentang dunia, sehingga isi dari Kecerdasan Spiritual yang terbangun secara mendasar mempengaruhi atribut-atribut binatang itu. \n\n[b][size=20][color=#F2D896]Penginderaan Qi:[/size][/color][/b]\nBinatang buas itu akan secara bertahap merasakan Qi setelah kebangkitannya untuk mempersiapkan diri menghadapi perubahan Setengah Bentuknya. \n\n[b][size=20][color=#F2D896]Perubahan setengah bentuk:[/size][/color][/b]\nanhewan dapat bangkit dan setengah berubah menjadi manusia setelah mereka mengumpulkan jumlah dasar kecerdasan dan menyelesaikan akumulasi esensi yang cukup. \n\n[b][size=20][color=#F2D896]Kesengsaraan Perubahan Bentuk: [/size][/color][/b]\nSetelah setengah perubahan bentuk, Dao Surgawi akan memperhatikannya dan menurunkan Kesengsaraan Perubahan Bentuk Surgawi setelah jangka waktu tertentu. Semakin tinggi kecerdasan hewan tersebut, semakin besar perhatian dao surgawi, dan semakin cepat kesengsaraan akan datang. Jika kesengsaraan dilewati, seseorang dapat berubah wujud menjadi manusia seutuhnya. Jika hewan tersebut gagal melewati kesengsaraan, ia akan kehilangan kebijaksanaan spiritualnya dan menjadi binatang iblis dari alam yang sama, dan peluangnya untuk berkultivasi semuanya hilang.	Animal Awaken
23	[b][align=center][color=#ffe5a1][size=22]Keajaiban baru: [/size][/color][/align][/b][b][size=20][color=#F2D896]Darksoul Genesis: [/size][/color][/b]\nHarga 7 Permata Jiwa Penderitaan, 3 Permata Jiwa, dan 1 Permata Jiwa Primordial, cobalah berkomunikasi dan menerangi item target melalui kekuatan psikis. Hasil iluminasi memerlukan waktu untuk muncul. Item tersebut tidak dapat disinari dengan kekuatan psikis lagi saat berada dalam sesi iluminasi. Semakin tinggi pencapaian perapal mantra, dan semakin sering item tersebut diterangi, semakin mudah item tersebut berhasil diterangi.。\n[b][size=20][color=#F2D896]Lifeforce Genesis: [/size][/color][/b]\nHarus 10 tahun Lifespan dan 1 Primordial Soul Gem, cobalah berkomunikasi dan menerangi bangunan target melalui kekuatan psikis. Hasil iluminasi memerlukan waktu untuk muncul. Bangunan tidak dapat diterangi lagi dengan kekuatan batin saat berada dalam sesi penerangan. Semakin tinggi pencapaian perapal mantra, dan semakin sering bangunan tersebut diterangi, semakin mudah bangunan tersebut berhasil diterangi.\n[b][size=20][color=#F2D896]Body of Genesis: [/size][/color][/b]\nHarga 1 Fortune Seed, meremajakan target kembali ke status saat berusia 14 tahun, dan memulihkan semua bagian tubuh yang hilang. Jika digunakan pada roh yang hidup, ia akan menciptakan tubuh baru untuknya.\n[b][size=20][color=#F2D896]Qi Kejadian: [/size][/color][/b]\nMenggunakan mantra untuk menyimulasikan berbagai perubahan alam dan membuat hewan merasakan kehebatan ciptaan untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umur.\n[b][size=20][color=#F2D896]Nyanyian Penyembuhan Surga: [/size][/color][/b]\nHarga 1 Permata Jiwa Purba. Gunakan pada inkubasi artefak untuk segera memenuhi ketentuan pengaktifannya.\n[b][size=20][color=#F2D896]Pernapasan Paus: [/size][/color][/b]\nMemulai pernapasan intens di lokasi yang ditentukan dengan efisiensi 100x dari metode normal. Dada dan paru-paru akan kelebihan beban setelah menggunakan mantra ini dan efisiensi pernapasan akan berkurang drastis dalam sepuluh hari ke depan.\n[b][size=20][color=#F2D896]Devouring Mouth: [/size][/color][/b]\nMelepaskan Mulut Devouring. Penggunaan tubuh rahasia ini dapat mempercepat fungsi tubuh dan langsung melahap energi dari langit dan bumi untuk diisi ulang. Lepaskan keterampilan lagi untuk menghentikan efek ini.\n[b][size=20][color=#F2D896]Fleeting Life: [/size][/color][/b]\nMenggunakan Qi Sejati yang dihasilkan oleh Tubuh yang Ditolak untuk mengalir ke seluruh tubuh dan secara drastis meningkatkan tingkat konsumsi umur dan kecepatan pembentukan ulang. Lepaskan keterampilan lagi untuk menghentikan efek ini.\n[b][size=20][color=#F2D896]Kehidupan yang Salah: [/size][/color][/b]\nMenggunakan Qi Sejati yang dihasilkan oleh Tubuh yang Ditolak untuk mengalir ke seluruh tubuh dan secara drastis meningkatkan tingkat konsumsi umur dan efisiensi pencetakan ulang. Lepaskan keterampilan lagi untuk menghentikan efek ini.\n[b][size=20][color=#F2D896]Mengangkut Energi: [/size][/color][/b]\nMenghabiskan 50 Esensi Kehidupan untuk mengarahkan energi dari seluruh tubuh guna menyembuhkan lukanya sendiri, bertahan selama 100 detik.\n[b][size=20][color=#F2D896]Rahmat Ilahi: [/size][/color][/b]\nTanaman memang hidup tapi tidak punya belas kasihan. Untuk menerangi tanaman membutuhkan 1 Kemanusiaan sebagai primer. Harganya 9 Permata Obsesi dan 1 Permata Jiwa Primordial untuk mencoba menerangi kekuatan psikisnya. Hasil iluminasi memerlukan waktu untuk muncul. Tanaman tidak dapat disinari dengan kekuatan batin lagi saat berada dalam sesi iluminasi. Semakin tinggi tingkat keilahian perapal mantra, dan semakin sering tanaman tersebut diterangi, semakin mudah item tersebut berhasil diterangi.\n[b][size=20][color=#F2D896]Pemahaman: Kebencian: [/size][/color][/b]\nMenggunakan Qi Kayu untuk membuat hewan merasa benci untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umur.\n[b][size=20][color=#F2D896]Pemahaman: Kegembiraan: [/size][/color][/b]\nMenggunakan Qi Api untuk membuat hewan merasakan kegembiraan untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umurnya.\n[b][size=20][color=#F2D896]Pemahaman: Pikiran: [/size][/color][/b]\nMenggunakan Qi Bumi untuk membuat hewan memiliki pemikiran untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umur.\n[b][size=20][color=#F2D896]Pemahaman: Ketakutan: [/size][/color][/b]\nMenggunakan Qi Air untuk membuat hewan memiliki rasa takut untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umur.\n[b][size=20][color=#F2D896]Pemahaman: Kecemasan: [/size][/color][/b]\n使Menggunakan Metal Qi untuk membuat hewan memiliki kecemasan untuk membangkitkan kecerdasannya. Mantra ini berbahaya bagi Pengakuan Iman Surga dan menghabiskan umur.\n[b][size=20][color=#F2D896]	New miracles
24	[b][align=center][color=#ffe5a1][size=22]Konten baru lainnya: [/size][/color][/align][/b][b][size=20][color=#F2D896]Membuka rahasia: [/size][/color][/b]\n[b]·Pemberontakan Yaoguai: [/b]Prasasti Batu Tebing Naga, tempat suci bagi ras iblis, telah muncul kembali di alam fana, membawa banyak orang metode budidaya iblis yang telah lama hilang. Ras iblis, yang berada pada posisi yang sangat dirugikan di dunia budidaya, juga telah diberi kesempatan untuk bangkit kembali. Kuil Daemonia, yang tersembunyi di gurun, juga telah mengambil langkah untuk muncul kembali di dunia budidaya.\n[b]·Prasasti Tebing Naga: [/b]Dikatakan bahwa langit runtuh dan bumi retak jauh di dalam gurun, setelah itu prasasti Tebing Naga, situs suci Yaoguai kuno, muncul kembali di dunia!\n\n[b][size=20][color=#F2D896]Item baru: [/size][/color][/b]\n[b]·Permata Jiwa Purba: [/b]\nIni adalah sebuah kesalahan di jalan surga yang membuat Roh Makhluk memperoleh kesadarannya, sedangkan Permata Jiwa Purba adalah jejak kedalaman dari kesalahan tersebut, yang diambil dari Roh Makhluk.\n[b]·Permata Jiwa Kucing: [/b]\nFragmen jiwa kucing Yaoguai, mungkin ada hubungannya dengan pepatah bahwa kucing punya sembilan hidup. Ini mengandung kekuatan misterius, mengkonsumsinya akan memberi Anda sub-spirit tambahan. Item ini hanya dapat diambil sekali seumur hidup. Hanya efektif untuk kultivator yang telah mencapai fase Roh Primordial.	Other Contents
25	[b][align=center][color=#ffe5a1][size=22]Ras baru: Panda[/size][/color][/align][/b]Makhluk baru datang dari dalam hutan bambu: Panda.\nAngkat mereka dan buat sekte Anda penuh dengan panda cantik!\n\n[b][size=20][color=#F2D896]Iblis Panda menyerang: [/size][/color][/b]\nIblis Panda yang gagal berubah bentuk akan menyerang sekte Anda terkadang.\n\n[b][size=20][color=#F2D896]Panda Yaoguai: [/size][/color][/b]\nPanda bisa menjadi yaoguai setelah terbangun dan mendapatkan kecerdasan. Mereka memiliki karakteristik ras yang unik dan membuka badan rahasia eksklusif jika mereka memulai jalur budidaya fisik.\n\n[b][size=20][color=#F2D896]Fitur Panda: [/size][/color][/b]\nMalas tapi nakal. Lambat dan ceroboh saat bekerja. Sangat menawan. Tubuhnya merupakan kombinasi Yin dan Yang, dengan peningkatan laju pencetakan ulang dan kecepatan belajar.\n\n[b][size=20][color=#F2D896]Keajaiban Panda Yaoguai: [/size][/color][/b]\nKekuatan Asal (Campuran): Membakar sumber kehidupan dengan cepat untuk menstimulasi kekuatan Yaoguai asli guna meningkatkan penguasaan artefak, penghalang Qi, serta kekuatan dan daya tahan tubuh rahasia secara drastis. Lepaskan keterampilan lagi untuk menghentikan efek ini.\n\n[b][size=20][color=#F2D896]Badan Rahasia Panda:[/size][/color][/b]\n[b]·Tubuh Elemen Campuran: [/b]\nTubuh rahasia yang diturunkan dari garis keturunan panda kuno Yaoguai yang menggunakan Yin dan Yang untuk membentuk kembali tubuhnya. Setelah tercapai, Itu bisa membanting segalanya.\n[b]·Pelukan Yin Yang: [/b]\nTubuh rahasia yang diturunkan dari garis keturunan panda kuno Yaoguai, pandai dalam menekan arifak. Menggunakan Yin untuk membentuk kembali lengan kiri dan Yang untuk membentuk kembali lengan kanan, setelah mencapai dua lengan dapat memotong musuh menjadi beberapa bagian, seperti kincir langit dan bumi.	New races
26	[b][align=center][color=#ffe5a1][size=22]Hewan peliharaan baru: Panda bersaudara[/size][/color][/align][/b]Divine Panda Xianxian dan Xiuxiu adalah saudara. Dalam suatu kecelakaan, Xianxian Mentransfer kekuatan hidupnya sendiri untuk menyelamatkan saudaranya setelah lahir, sehingga kecerdasan dan tubuhnya tidak dapat tumbuh dengan sendirinya. Mampu bertarung dengan meminjam beberapa kemampuan Xianxian.。\nPanda dewa dilahirkan untuk menjadi diplomat, Anda bisa mendapatkan banyak bantuan dengan mengirim mereka ke sekte lain. Sekarang Anda memiliki kesempatan untuk mengundang kedua bersaudara ini ke sekte Anda dan tumbuh bersama.\n\n[b][size=20][color=#F2D896]Keajaiban hewan peliharaan baru: [/size][/color][/b]\n[b]·Teman Alami: [/b][color=#FF0000][/color]\njinakkan hewan liar.\n[b]·Duta Besar Dewa: [/b][color=#FF0000][/color]\nKirim ke sekte lain untuk meningkatkan hubungan kita.\n\n[b][size=20][color=#F2D896]Sihir hewan peliharaan baru: [/size][/color][/b]\n[b]·Dunia Lain Cahaya Magneto: [/b]\nTidak menyebabkan kerusakan elemen apa pun pada musuh.\n[b]· Korosi Yin Yang: [/b]\nSangat Mengurangi pertahanan musuh dengan Kekuatan Yin Yang.	New pets
27	[b][align=center][color=#ffe5a1][size=22]Tempat baru: Hutan bambu besar[/size][/color][/align][/b]Dikelilingi oleh perbukitan dan sungai kecil, tempat ini memiliki iklim indah yang menarik banyak panda untuk tinggal di sini.	New places
28	[b][align=center][color=#ffe5a1][size=22]Rahasia baru: Giok Panda[/size][/color][/align][/b]Dikatakan ada batu giok aneh di dalam Hutan Bambu Besar. Warnanya setengah putih dan setengah hitam, seperti lagacy Panda di talse.	New secrets
29	[b][align=center][color=#ffe5a1][size=22]Konten Baru: ikan[/size][/color][/align][/b][b][size=20][color=#F2D896]Buka kunci sistem ikan[/size][/color][/b]\nSekarang Anda bisa memancing dengan tongkat ikan yang terbuat dari bambu.\n\nDi dunia keabadian ini, ada banyak ikan aneh dan menakjubkan yang tak terhitung jumlahnya, masing-masing dengan kebiasaan yang sangat berbeda; mencari tahu cara menangkap semuanya kini bisa menjadi kegembiraan bagi setiap pembudidaya yang ingin tahu. Dan Anda akan dapat menangkap lebih dari sekadar ikan… Bagaimanapun, ini adalah dunia para pembudidaya!\n\n[b]·Menambahkan 64 jenis ikan[/b]\n\n[b]·Menambahkan makanan yang terbuat dari ikan[/b]\n	New contents
30	[b][align=center][color=#ffe5a1][size=22]Tanaman baru[/size][/color][/align][/b][b][size=20][color=#F2D896]Tanaman Baru: Bambu[/size][/color][/b]\nMenambahkan tanaman baru yang dapat ditanam dan dipanen: bambu. Anda sekarang dapat mengumpulkan batang bambu dan rebung darinya.\n\n[b][size=20][color=#F2D896]Makanan baru: [/size][/color][/b]\nMenambahkan makanan dan hidangan yang menggunakan rebung.\n\n[b][size=20][color=#F2D896]Bangunan baru: [/size][/color][/b]\nMenambahkan bangunan baru yang terbuat dari batang bambu: \n[b]·bambu tempat tidur[/b]\n[b]·layar lipat bambu[/b]\n[b]·Kincir air bambu[/b]\n[b]·tiang lampu bambu[/b]\n[b]·paviliun bambu[/b]	New plants
31	[b][align=center][color=#ffe5a1][size=22]Sekte baru: Gunung Wudang[/size][/color][/align][/b][b][size=20][color=#F2D896]Menambahkan 4 tempat Wudang: [/size][/color][/b]\n[b]·Puncak Emas: [/b]\nBerdiri di puncak Puncak Surgawi, di sanalah tempat Prajurit Sempurna pernah berlatih dan tempat ajaran Tao Pegunungan Wudang dimulai.\n[b]·Kuil Pencapaian Kembali: [/b]\nJuga bernama Jalan Mahkota, tempat ini adalah tempat Prajurit Sempurna mengolah tubuh fananya.\n[b]·Istana Awan Ungu: [/b]\nIstana Awan Ungu terletak di puncak utama Pegunungan Wudang—di bawah Puncak Spanduk di timur laut Puncak Surgawi. Istana ini menghadap air menghadap pegunungan, tempat yang bagus dengan Feng Shui sempurna tempat banyak penggarap tinggal dan berlatih.\n[b]·Istana Southrock: [/b]\nDibangun di puncak Southrock Peak di Pegunungan Wudang, istana ini menghadap jurang yang dalam dan berbahaya dengan pemandangan yang menakjubkan. Dupa Naga yang terkenal dapat ditemukan di dalam istana dan menghasilkan keajaiban.\n\n[b][size=20][color=#F2D896]Pemandangan negeri abadi: [/size][/color][/b]\nDalam proses pembuatan pemandangan baru ini, kami mengambil tempat pemandangan paling terkenal di Gunung Wudang sebagai prototipe dan mengukir kembali pemandangan indah negeri dongeng Gunung Wudang ke dalam permainan, seperti Aula Emas Puncak Emas Wudang, lautan awan, dan Tembok Sungai Kuning Zigzag di Kuil Reattainment, tebing Istana Southrock, dupa naga, Prasasti Peringatan Bixi di istana Zixiao, dll... pemandangan di dalam game tidak sebagus di negeri dongeng Wudang, Pemain juga dipersilakan mengunjungi tanah suci Wudang dan menandainya sendiri!\n\n[b][size=20][color=#F2D896]3 ikan baru: [/size][/color][/b]\n[b]Belut Awan: [/b]\nBelut spesial yang unik di Lautan Awan. Karena Qi memenuhi tubuhnya, daging belut menjadi lembut dan seringan udara.\n[b]·Ikan Mas Malam: [/b]\nIkan mas yang hidup di awan dan hanya muncul di malam hari.\n[b]·Cakar Emas: [/b]\nKepiting yang hidup di Lautan Awan dan memiliki tubuh paling tangguh. Dikatakan bahwa mereka memakan energi petir di awan.\n\n[b][size=20][color=#F2D896]Menambahkan 21 bangunan baru[/size][/color][/b]\n	New sects
32	[b][align=center][color=#ffe5a1][size=22]Hukum baru[/size][/color][/align][/b][b][size=20][color=#F2D896]Hukum Penaklukan Nimbus: [/size][/color][/b]\nPemain bisa mendapatkan hukum ini dari Istana Emas dalam Golden perk.\n\nHukum tertinggi yang diciptakan oleh Perfected Warroir. Setelah mengamalkan hukum ini, pencapaian yang diperoleh dengan memahami misteri juga dipisahkan menjadi Yin dan Yang. Meskipun dapat sangat meningkatkan batas atas kekuatan para kultivator, proporsi pencapaian antara yin dan Yang juga akan mempengaruhi pencapaian para kultivator secara mendasar. Cara ini mencuri misteri yin dan Yang di langit dan bumi dan sangat membuat iri surga. Oleh karena itu, kekuatan kesengsaraan sangatlah dahsyat.\n\n[b][size=20][color=#F2D896]Transformasi Yin dan Yang:[/size][/color][/b]\nInspirasi hukum ini memiliki bagian Yin dan Yang. Manual dalam dua bagian ini dirancang sesuai dengan gagasan Yin dan Yang menaklukkan, mengubah, dan menghasilkan satu sama lain.\n\nDalam undang-undang ini, terdapat lebih dari 30 manual baru. Setiap manual meningkatkan beberapa kemampuan tetapi mengurangi kemampuan lainnya pada saat yang bersamaan. Panduan terkait di sisi Yin Yang yang lain benar-benar kebalikannya.\nJika seseorang hanya mempelajari manual dari bagian Yin atau Yang saja, properti utamanya akan sangat ditingkatkan sementara kehilangan properti minornya.\nJika seseorang mempelajari bagian Yin dan Yang, meskipun efek dari kedua manual Yin Yang akan melawan satu sama lain, kultivator dapat memahami misteri yang lebih dalam dari kombinasi Yin dan Yang, dan kemudian mempelajari manual lanjutan yang pada dasarnya meningkatkan kemampuan karakter dari sisi Yin dan Yang. dasar.\n\n[b][size=20][color=#F2D896]Jalan Yin dan Yang:[/size][/color][/b]\nKultivator yang mempelajari hukum ini juga dipisahkan menjadi Yin dan Yang. Saat mempelajari buku pedoman, inspirasi yang dibutuhkan didasarkan pada sifat Yin Yang dari lima elemen buku pedoman tersebut. Setelah panduan ini dipelajari, pencapaian yang diperoleh akan ditambahkan ke bagian Yin dan Yang. Mekanisme ini sangat mengurangi inspirasi yang dibutuhkan oleh karakter, sehingga memberi mereka ruang pertumbuhan yang lebih besar.\n\n[b][size=20][color=#F2D896]Keseimbangan Yin Yang:[/size][/color][/b]\nKemampuan karakter yang mempelajari hukum ini berubah seiring dengan proporsi pencapaian Yin dan Yang. Ketika pencapaian Yin dan Yang seseorang berada dalam ketidakseimbangan yang kacau, kemampuannya akan berkurang. Setelah proporsi Yin dan Yang mencapai kondisi tertentu (misalnya Yin Murni, Yang Murni, Yin Yang Seimbang), kemampuannya juga dapat terlahir kembali dan ditingkatkan.\n\n[b][size=20][color=#F2D896]Sub-roh Yin dan Yang: [/size][/color][/b]\nSaat karakter mencapai kondisi Roh Primordial dengan hukum ini, karakter tersebut dapat melatih Roh Primordial Yin Yang khusus. Saat bertempur, roh primordial berpencar dan bertindak secara bersamaan dengan kekuatan tak terbatas.	New laws
33	[b][align=center][color=#ffe5a1][size=22]Hewan Peliharaan Wudang Spirit Baru: Kura-kura Hitam Miao[/size][/color][/align][/b]Sebagai salah satu dari empat monster tradisional Tiongkok, kura-kura hitam memiliki ikatan yang tak terpisahkan dengan Gunung Wudang. Keadaan pergerakan dan keheningan ular penyu sama dengan Yin Yang Taiji, yang merupakan bagian penting dari Budaya Wudang dari zaman kuno.\nMiao Kura-kura Hitam adalah keturunan dari tunggangan Kaisar Prajurit Sempurna. Yin dan Yang ada bersama dalam harmoni di dalamnya, dan Inti juga dapat dibagi menjadi dua. Oleh karena itu, Kura-kura Hitam unggul dalam bertahan dan menyerang.\n\n[b][size=20][color=#F2D896]Fitur hewan peliharaan: [/size][/color][/b]\nBlack Tortoise Miao lambat namun dapat menyerap nutrisi dari makanan dengan lebih efisien, mengubah kotoran menjadi Batu Roh.\n\n[b][size=20][color=#F2D896]Keajaiban hewan peliharaan: [/size][/color][/b]\n\n[b]·Nafas Damai: [/b]\nGunakan pada karakter sekutu sehingga mereka tidak membutuhkan makanan, air, atau tidur selama 3 hari, namun pergerakan mereka akan menjadi lambat.\n[b]·Blok Surgawi: [/b]\nMenunda Kesengsaraan Perubahan Bentuk karakter sekutu dengan mengorbankan umur mereka.\n[b]·Tanah Alami: [/b]Mengubah wilayah tersebut menjadi Tanah Roh dengan mengorbankan pertumbuhan dan nutrisi mereka sendiri. Namun, air di dekatnya akan menjadi air biasa.\n\n[b][size=20][color=#F2D896]Mantra Hewan Peliharaan: [/size][/color][/b]\nBerkah dan Kutukan dapat secara langsung memengaruhi Yin dan Yang Qi di tubuh Miao, memberinya kemampuan untuk mengeluarkan berbagai mantra berbeda.\nJika kutukannya lebih banyak daripada berkahnya, ia lebih baik dalam menyerang dan dapat menghancurkan pertahanan musuh dan bahkan mengganggu formasi.\nSementara itu, jika itu memiliki lebih banyak berkah daripada kutukan, ia bagus dalam bertahan, menyembuhkan dan melindungi sekutu, menstabilkan formasi.\n\n[b][size=20][color=#F2D896]Di mana mendapatkannya:[/size][/color][/b]\nSetelah Sekte Wudang mencapai dukungan maksimal dari sekte pemain, pemain bisa mendapatkan Black Tortoise Miao melalui petualangan.	New pets
34	[b][align=center][color=#ffe5a1][size=22]Petualangan peta baru:[/size][/color][/align][/b][b][size=20][color=#F2D896]4 petualangan baru: [/size][/color][/b]\n[b]·Penyembahan Dupa Naga:[/b]\nDikatakan bahwa dupa naga sangat kuat...\n\n[b]·Ruang Belajar Putri Mahkota: [/b]\nAda Ruang Belajar Putri Mahkota di sudut barat laut kuil pencapaian kembali. Dikatakan sebagai tempat dimana Prajurit Sempurna berlatih dan berlatih ketika dia masih manusia. Mungkinkah masih ada Takdir Abadi yang ditinggalkannya?\n\n[b]·Istana Awan Ungu: [/b]\nIstana Awan Ungu adalah tempat di mana semua kultivator di Wudang berlatih dan berkultivasi. Sejak ribuan tahun yang lalu, mereka datang ke sini untuk melatih alkimia dan artefak obat-obatan. Mungkin masih ada beberapa harta karun yang tersisa...\n\n[b]·Takdir Istana Awan Ungu: [/b]\nDikatakan ada tiga takdir tersembunyi di antara prasasti di Istana Awan Ungu...	New secrets
35	[b][align=center][color=#ffe5a1][size=22]Item Baru:[/size][/color][/align][/b][b][size=20][color=#F2D896]Esensi Tanah:[/size][/color][/b]\nRamuan manis dan menyegarkan yang tidak hanya mengurangi rasa lapar namun juga menambah nutrisi. Dianggap sebagai Ganoderma oleh makhluk abadi, ramuan ini dikenal sebagai Soil Essence karena menyerap esensi bumi.\n\n[b][size=20][color=#F2D896]Bubuk Essence Tanah [/size][/color][/b]\nBubuk bubuk dari Soil Essence kering. Meski sedikit ampuh, pedang ini lebih sering digunakan untuk membuat ramuan.\n\n[b][size=20][color=#F2D896]Fly-Whisk:[/size][/color][/b]\nFly-Whisk yang sering digunakan oleh para abadi dan penganut Tao.\n\n[b][size=20][color=#F2D896]Pedang Tao:[/size][/color][/b]\nPedang yang kompatibel dengan sihir yang khusus digunakan untuk ritual Tao.\n\n[b][size=20][color=#F2D896]Piring Nimbus Suci: [/size][/color][/b]\nPiring liontin yang diukir dengan gelar suci Kaisar Prajurit Sempurna. Pakailah untuk mendapatkan berkah Kaisar dan meningkatkan Keberuntungan dan Kondisi Mental.\n\n[b][size=20][color=#F2D896]Pil Puasa Qi:[/size][/color][/b]\nPil puasa rahasia Pegunungan Wudang. Dibandingkan dengan pil puasa biasa, pil ini bertahan lebih lama (total 30 hari).\n\n[b][size=20][color=#F2D896]Pil Esensi Trimerous: [/size][/color][/b]\nRamuan rahasia Pegunungan Wudang. Ambil untuk meningkatkan Max Qi dengan jumlah yang tetap. Meskipun tidak terlalu berguna bagi kultivator berpengalaman, disarankan untuk membantu meletakkan dasar bagi murid baru. Namun efeknya akan berkurang secara signifikan jika diminum berkali-kali.\n\n[b][size=20][color=#F2D896]Black Tortoise Jade: [/size][/color][/b]\nSebuah giok yang dikirim oleh Sekte Wudang sebagai hadiah. Tampaknya itu adalah salah satu dari sekumpulan item.	New items
36	[b][align=center][color=#ffe5a1][size=22]Artefak Harta Karun Baru:[/size][/color][/align][/b][b][size=20][color=#F2D896]Pedang Prajurit yang Disempurnakan:[/size][/color][/b]\nJuga dikenal sebagai Perdana Pengusir Setan, Prajurit yang Disempurnakan menggunakan pedang berharga ini untuk mengusir semua kejahatan. Panjangnya sekitar 3 inci, pedang ini ditempa dari batu giok dengan kekuatan pengusiran setan yang sebenarnya; sehingga memiliki cahaya keunguan yang mengesankan di sekitarnya. Setelah ditarik, ia berubah menjadi sambaran petir ungu sepanjang satu inci yang menghancurkan apa pun yang disentuhnya.\n[b][size=20][color=#F2D896]Ukuran Awan Ungu: [/size][/color][/b]\nArtefak rahasia Sekte Wudang. Diukir dari Batu Suci yang lengkap, ukuran tersebut memiliki sisik yang diukir dengan 7 Nafas Surga dan kekuatan astral dan ditempa setelah 7 Kesengsaraan Surgawi. Setelah dikuasai, artefak tersebut dapat digunakan untuk mengukur kontribusi semua kehidupan dengan keyakinan surga, dan bahkan mempercepat Kesengsaraan Surgawi musuh.	New treasures
