ID	Name	Place	Once	Story	Auto	Begin	Duration	Interval	Desc	EndDesc	Hide	Flag	MsgShowType	NeedEnter	FromDLC	AffixConditions
41	Perintah Pedang Abadi	Place_Shu	1	Secrets_XianJianLing1	1	148	58		Rumor di dunia spiritual，Tujuh belas sisa-sisa keji dari Kultus Seribu Jiwa melarikan diri dari Penjara Pedang Shushan.，Ordo Pedang Abadi Shushan Guangfa mengundang praktisi dari seluruh dunia untuk membasmi setan，Terima kasih banyak。	Shushan mengambil kembali Perintah Pedang Abadi，Tujuh belas sisa dari Sekte Seribu Jiwa semuanya telah dieksekusi.。						
42	Keberadaan Kultus Iblis	Place_CentralPlains	1	Secrets_XianJianLing2	0		4		Saya mendengar bahwa ada sisa-sisa dari Sekte Seribu Jiwa yang telah melarikan diri[TXT]，Untuk memulihkan kekuatan mereka, mereka，Akan mencari manusia dengan jiwa yang kuat untuk melatih keterampilan sihir，Atau Anda bisa memasang jebakan untuk menaklukkannya。	Sisa-sisa dari Sekte Seribu Jiwa telah menghilang.，tidak ada jejak yang dapat ditemukan。						
43	Majelis Kunlun Dharma	Place_KunLun		Secrets_KunLunFaHui	1	112	7	112	setahun sekali，Upacara Dharma Kunlun selama tujuh hari dimulai，Terlepas dari apakah sekte tersebut baik atau jahat，Mereka semua mengirimkan perwakilan terbaiknya untuk berkumpul di Gunung Kunlun untuk berdiskusi tentang Taoisme dan seni bela diri.，Berjuang untuk keabadian。	Majelis Kunlun Dharma telah selesai。						
44	Konferensi Negeri Dongeng	Place_DaLiangCity|Place_ShanCity|Place_PanSheCity|Place_HuCity|Place_HeYinCity		Secrets_GuangShouMenTu	1	80	7	112	Pertemuan Takdir Abadi tahunan di dunia spiritual dimulai，Semua faksi besar berkumpul[TXT]，Rekrut murid yang berkualitas。Untuk sementara waktu, orang-orang berbakat dari seluruh dunia yang bercita-cita mencari keabadian dan pencerahan berkumpul di sini.。	Konferensi Negeri Dongeng telah berakhir。						
45	Makam Kaisar Jahat terbuka	Place_SouthForest2		Secrets_XieDiLing	1	65	28	336	Waktu pembukaan Mausoleum Kaisar Jahat di Wasteland Selatan setiap tiga tahun telah tiba。Dikatakan bahwa Makam Kaisar Jahat akan tetap terbuka selama dua puluh delapan hari.，Siapa pun yang memiliki takdir pertemuan dapat memperoleh warisan Kaisar Jahat。Untuk sementara waktu, badai di dunia spiritual berkumpul di Hutan Belantara Selatan。	Makam Kaisar Jahat ditutup。						
46	Kotak emas dibuka	Place_Snowfield2	1	Secrets_YuJingTan	1	285	7		Kolam Kristal Giok yang terletak di padang salju baru-baru ini melonjak.，Ini menandakan bahwa kotak harta karun emas akan dibuka dalam tujuh hari.。Harta karun kotak emas berisi harta langka yang dikumpulkan oleh Kaisar Iblis Fu Pikong di seluruh dunia.，Praktisi dari seluruh dunia berkumpul di sini。	Harta Karun Kotak Emas ditutup，Harta yang dilepaskan kali ini telah dibagi-bagi.。						
47	Turbulensi di dunia lain	Place_HuCity	1	Secrets_YiJieChuanWen	1	25	9999		Baru-baru ini ada rumor yang bocor di Kota Guanhai，Laut yang diselimuti awan muncul di laut utara yang dalam，Masuk dan keluar，Sangat berbahaya。							
48	Misteri dunia lain	Place_YiJieLieFeng	1	Secrets_YiJieKaiQi1	0		9999		Keretakan di dunia lain muncul kembali，Saya ingin tahu apakah akan ada peluang baru。							
49	Penjudi Ye Xuan	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_DuGuiXingZong	0		3		Beberapa orang mengatakan bahwa mereka melihat Ye Xuan hari ini[TXT]menghantui。Legenda mengatakan bahwa Ye Xuan suka mengumpulkan harta langka di mana-mana.，Kepribadian yang aneh，Kecanduan perjudian，Dia sering mempertaruhkan hartanya untuk umur panjang orang lain。Penjudi putus asa yang kehilangan nyawanya dan mati di tangannya selama ratusan tahun tidak memiliki perhitungan.，Musuh di mana-mana。Hanya saja dia mahir dalam teknik melarikan diri，Sejauh ini belum ada yang bisa menangkap orang ini。	Hantu perjudian Ye Xuan telah pergi[TXT]，hilang。						
50	Jimat Tianji Kuno	Place_KunLun2_1	1	Secrets_TianJi			9999		Setiap sekte memiliki simbol sekte masing-masing, yang digunakan sebagai simbol untuk berkeliling dunia.，Misalnya saja jimat pedang Shushan，Jimat Tianji dari Istana Jitian……Baca dengan baik《Catatan Abadi：Jilid 3》kembali，Anda sangat menyadari bahwa ada perbedaan besar antara tanda identitas yang digunakan oleh nenek moyang Tianji saat berjalan keliling dunia dan Jimat Tianji yang mewakili Istana Jitian saat ini.，Anda merasa aneh tentang ini，Oleh karena itu, meskipun informasi ini tidak banyak berguna，Tapi saya tetap menuliskannya。							
51	Kembali ke klan	Place_TianJi	1	Secrets_TianJi3			9999		Kembalikan sisa-sisa abadi nenek moyang Tianji ke Istana Jitian，Biarkan para guru generasi pertama menikmati pengorbanan para murid generasi muda。							
52	Volume miniatur	Place_CentralPlains3	1	Secrets_SuoYingTuJuan	0	10			Lambang harta spiritual kacau bawaan muncul di Gunung Pingding di Dataran Tengah，Benda ini dikabarkan dapat memunculkan miniatur makhluk dari langit dan bumi.，menakjubkan。							
53	Jejak naga	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossLong	0		3		Segera hadir[TXT]Samar-samar aku bisa merasakan aroma naga yang datang dan pergi.。	Nafas naga itu menghilang tanpa bekas……						
54	Jejak burung phoenix yang ganas	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossFeng	0		3		Segera hadir[TXT]Samar-samar aku bisa merasakan aroma burung phoenix yang ganas.。	Nafas burung phoenix yang ganas menghilang tanpa jejak……						
55	Nafas Yin dan Yang	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_BossZhuLong	0		3		Segera hadir[TXT]Samar-samar saya merasakan aura Yin dan Yang yang tidak biasa.。	Aura Yin dan Yang yang tidak biasa menghilang.……						
56	Rumor tentang kultivator kuno	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_DaNengChuShi	0		3		rumor baru-baru ini，[TXT]Berita tentang praktisi kuno bocor。	Rumor muncul di[TXT]praktisi kuno pergi……						
57	Jejak teman lama yang mencurigakan	Place_BirthPlace14	1	Secrets_TongLing	1	32	9999		baru-baru ini，Beberapa penduduk desa terdekat mengatakan bahwa seorang pria aneh muncul di Gunung Tongling，Lengannya sangat panjang，Berjalan secepat terbang，Mendaki gunung dan punggung bukit seperti berjalan di tanah datar。Dengarkan deskripsi orang ini，Tampaknya itu adalah kakak laki-laki ketujuh di sekte sebelumnya yang terobsesi dengan formasi.。Apakah dia juga selamat dari bencana ini?？Mungkin saya harus meluangkan waktu untuk memeriksanya.。						MiFaXuanZhang	
58	Kotak emas dibuka	Place_Snowfield2	1	Secrets_YuJingTan1	1	447	7		Kolam Kristal Giok yang terletak di padang salju baru-baru ini melonjak.，Ini menandakan bahwa kotak harta karun emas akan dibuka dalam tujuh hari.。Harta karun kotak emas berisi harta langka yang dikumpulkan oleh Kaisar Iblis Fu Pikong di seluruh dunia.，Praktisi dari seluruh dunia berkumpul di sini。	Harta Karun Kotak Emas ditutup，Harta yang dilepaskan kali ini telah dibagi-bagi.。					MiFaXuanZhang	
59	perang fana	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField1		Secrets_GodStory_1	0		5		baru-baru ini，[TXT]Perang antar manusia terjadi di dekatnya，Banyak orang terbunuh dan terluka tanpa perhitungan，Mayat dimana-mana。	Seorang praktisi yang lewat tidak dapat menanggung kehilangan nyawa，Keluarkan sihir untuk menghentikan perang ini。						
60	Wabah mengamuk	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField2		Secrets_GodStory_2	0		5		baru-baru ini，[TXT]wabah terjadi，Banyak manusia terbunuh dan terluka，Orang-orang sempat panik。	Seorang praktisi yang lewat tidak dapat menanggung kehilangan nyawa，Menghilangkan wabah dengan kekuatan sihir。						
61	Saat-saat yang jahat dan sulit	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField3		Secrets_GodStory_3	0		5		baru-baru ini，Ada sekelompok roh jahat di dalamnya[TXT]Melakukan latihan acak，Banyak manusia dirampok dan dibunuh，Rumor menyebar secara tiba-tiba，Hati orang-orang sedang kacau。	Seorang praktisi yang lewat mengambil tindakan dan menundukkan roh jahat tersebut。						
62	Bencana alam terjadi	Place_HeYinCity|Place_HuCity|Place_PanSheCity|Place_ShanCity|Place_DaLiangCity|Place_Desert|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_CentralPlains5|Place_CentralPlains4|Place_FertileField3|Place_FertileField2|Place_FertileField4		Secrets_GodStory_4	0		5		baru-baru ini，[TXT]Bencana alam terjadi di dekatnya，Sejumlah besar korban jiwa tewas dalam bencana tersebut，Untuk sesaat, duka memenuhi negeri itu。	Seorang praktisi yang lewat turun tangan untuk memadamkan bencana alam，menetap orang-orang yang masih hidup。						
63	Kotak emas dibuka	Place_Snowfield2	1	Secrets_YuJingTan2	1	565	7		Kolam Kristal Giok yang terletak di padang salju baru-baru ini melonjak.，Ini menandakan bahwa kotak harta karun emas akan dibuka dalam tujuh hari.。Harta karun kotak emas berisi harta langka yang dikumpulkan oleh Kaisar Iblis Fu Pikong di seluruh dunia.，Praktisi dari seluruh dunia berkumpul di sini。	Harta Karun Kotak Emas ditutup，Harta yang dilepaskan kali ini telah dibagi-bagi.。					HongChenZhongSheng	
64	Taoisme muncul di dunia ini	Place_DanXia|Place_KunLun|Place_TianJi|Place_JiuHua|Place_LongHu|Place_Shu|Place_WuLian|Place_BaiMan|Place_XianKong|Place_Hei|Place_HeHuan|Place_SouthForest|Place_FertileField|Place_CentralPlains|Place_Hei4|Place_HeHuan1|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14|Place_Desert|Place_Desert2|Place_Desert4|Place_Snowfield|Place_Snowfield3		Secrets_GongRandom	0		5		mendengar[TXT]Bintang jatuh di siang hari，bunga bakung emas duniawi，Diduga silsilah Tao dari makhluk abadi senior akan segera lahir，Menarik praktisi dari seluruh dunia untuk berkumpul bersama。	Seorang praktisi misterius memperoleh ortodoksi dari seorang abadi senior。						
65	metode yang hilang	Place_SouthMount	1	Secrets_GodStory_Gong_God_1	0		99		Dengan perluasan skala keagenan，Kami memperoleh lebih banyak orang yang percaya pada Lingnan，Beritanya menjadi lebih baik dan lebih baik。periode terkini，Agen mengirim pesan kembali，Dikatakan bahwa beberapa orang menemukan reruntuhan misterius di bawah aliran gunung.，Tampaknya agak supranatural，Layak untuk dicoba。	Dikatakan bahwa aliran gunung itu runtuh，Reruntuhannya hancur，Sayang sekali。						
66	Kotak emas dibuka	Place_Snowfield2	1	Secrets_YuJingTan2	0		7		Kolam Kristal Giok yang terletak di padang salju baru-baru ini melonjak.，Ini menandakan bahwa kotak harta karun emas akan dibuka dalam tujuh hari.。Harta karun kotak emas berisi harta langka yang dikumpulkan oleh Kaisar Iblis Fu Pikong di seluruh dunia.，Praktisi dari seluruh dunia berkumpul di sini。	Harta Karun Kotak Emas ditutup，Harta yang dilepaskan kali ini telah dibagi-bagi.。						
67	Cerita aneh dari dunia lain	Place_YiJieLieFeng	1	Secrets_WuHeYouZhiXiang	1	375	9999		Rumor terkini di dunia spiritual，Seseorang menemukan jalan misterius jauh di celah dunia lain。Menurut orang ini，Sisi lain dari jalur ini berbahaya dan tidak biasa，Di antara mereka, para bhikkhu dan jiwa belum pernah mendengarnya.，Namun kekuatannya bahkan beberapa kali lebih kuat dari para biksu kuno。Namun rumor ini terlalu dilebih-lebihkan，dikutip sebagai anekdot。							
68	Pengunjung dari dunia lain	Place_YiJieLieFeng	1	Secrets_YingTianTai	0		9999		Rumor terkini di dunia spiritual，Seseorang menemukan beberapa jejak aneh di celah dunia asing，Tampaknya beberapa praktisi datang dari sisi lain celah tersebut……							
1000	Perjalanan orang tua	Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14			0		5		Hal ini dikabarkan{0}kekuatan yang besar{1}ada{2}menghantui。	{0}kekuatan yang besar{1}Sudah di{2}kehilangan jejak	1	ElderOut_Disable				
1001	Penghormatan Surga Gua Danxia	Place_DanXia		System_Tribute					Ini adalah waktu di mana Danxia Cave Heaven memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1002	Penghormatan Istana Kunlun	Place_KunLun		System_Tribute					Ini adalah waktu di mana Istana Kunlun memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1003	Penghormatan dari Istana Jitian	Place_TianJi		System_Tribute					Ini adalah hari dimana Istana Jitian memberikan penghormatan lagi setiap tahun.，Murid dapat dikirim untuk mengumpulkan upeti。							
1004	Sekte Zixiao memberikan penghormatan	Place_JiuHua		System_Tribute					Ini adalah hari dimana Sekte Zixiao memberikan penghormatan lagi setiap tahun.，Murid dapat dikirim untuk mengumpulkan upeti。							
1005	Xuanyi memberi penghormatan	Place_LongHu		System_Tribute					Ini adalah hari ketika Xuan Yiyi memberikan penghormatan lagi setiap tahun，Murid dapat dikirim untuk mengumpulkan upeti。							
1006	Penghormatan dari Sekte Pedang Qinglian	Place_Shu		System_Tribute					Ini adalah hari dimana Sekte Pedang Qinglian memberikan penghormatan lagi setiap tahun.，Murid dapat dikirim untuk mengumpulkan upeti。							
1007	Surga Gua Qixia Memberi Penghormatan	Place_WuLian		System_Tribute					Ini adalah waktu di mana Qixia Cave Heaven memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1008	Penghormatan dari Gunung Baiman	Place_BaiMan		System_Tribute					Ini adalah waktu di mana Gunung Baiman memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1009	Penghormatan dari Qiqianwu	Place_XianKong		System_Tribute					Ini adalah hari dimana Qiqianwu memberikan penghormatan lagi setiap tahun，Murid dapat dikirim untuk mengumpulkan upeti。							
1010	Penghormatan dari Istana Tujuh Pembunuh	Place_Hei		System_Tribute					Ini adalah waktu di mana Istana Tujuh Pembunuh Iblis memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1011	Upeti dari sekte Acacia	Place_HeHuan		System_Tribute					Ini adalah waktu di mana sekte Acacia memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1012	Penghormatan kepada Istana Sepuluh Ribu Setan	Place_Desert1		System_Tribute					Ini adalah waktu di mana Istana Sepuluh Ribu Iblis memberikan penghormatan lagi.，Murid dapat dikirim untuk mengumpulkan upeti。							
1013	dimana	Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14			0		5		diterima[EXTXT]Pergi ke[TXT]berita。	[EXTXT]ada[TXT]kehilangan jejak		NpcOut				
1014	Sembunyikan perjalanan				0		5				1	NpcOutHide				
1015	Perjalanan orang tua	Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14			0		5		Hal ini dikabarkan{0}kekuatan yang besar{1}ada{2}menghantui。	{0}kekuatan yang besar{1}Sudah di{2}kehilangan jejak	1	ElderOut				
9000	Membangun kembali agen	Place_BirthPlace11	1	OutSpread_Start			9999		Dikatakan bahwa murid-murid Taiyi tidak punya tempat untuk beribadah，Keluhan，Haruskah aku pergi dan mencari tahu?？						HongChenZhongSheng	
9001	Singkirkan para pengkhianat	Place_DanXia							sekte{0}-Konon sekte tersebut{0}Para murid pemberontak melarikan diri ke sini。Mereka mengharapkan Anda untuk menaklukkannya。			Task		1		
9002	Lelang segala sesuatu	Place_BirthPlace16		TradeAuction			5		Pelelangan dimulai lagi。Lelang ini akan menjual beberapa barang umum。			TAuction				
9003	Bunuh kejahatan dan hilangkan kejahatan	Place_DanXia							memenggal kepala{0}Latihan santai murid{1}Baru-baru ini di{2}menghantui，kamu setuju{0}Membantu untuk membalas dendam。			NpcOutKill		1		
9004	membersihkan mata-mata	Place_DanXia							{0}mengintai{1}Pelarian tiba{2}。kamu setuju{0}untuk membersihkannya。			NpcOutKill		1		
9005	Singkirkan para pengkhianat	Place_DanXia							{0}murid-murid yang memberontak{1}Pelarian tiba{2}。kamu setuju{0}untuk memotongnya。			NpcOutKill		1		
9006	peristiwa kekeringan	Place_DanXia		Disaster_Drought		0	20		[TXT]terjadi secara tiba-tiba[EXTXT]，Manusia menderita banyak korban，Keluhan，Orang-orang panik。	Seseorang menggunakan sihir di sini untuk mempengaruhi bencana.，Kalau kesana lagi akan merugikan surga.。						
9007	peristiwa banjir	Place_DanXia		Disaster_Flood		0	20		[TXT]terjadi secara tiba-tiba[EXTXT]，Manusia menderita banyak korban，Keluhan，Orang-orang panik。	Seseorang menggunakan sihir di sini untuk mempengaruhi bencana.，Kalau kesana lagi akan merugikan surga.。						
9008	peristiwa gelombang dingin	Place_DanXia		Disaster_Siberia		0	20		[TXT]terjadi secara tiba-tiba[EXTXT]，Manusia menderita banyak korban，Keluhan，Orang-orang panik。	Seseorang menggunakan sihir di sini untuk mempengaruhi bencana.，Kalau kesana lagi akan merugikan surga.。						
9009	peristiwa seismik	Place_DanXia		Disaster_EarthQuake		0	20		[TXT]terjadi secara tiba-tiba[EXTXT]，Manusia menderita banyak korban，Keluhan，Orang-orang panik。	Seseorang menggunakan sihir di sini untuk mempengaruhi bencana.，Kalau kesana lagi akan merugikan surga.。						
9010	Pencerahan Binatang	Place_Hei4|Place_HeHuan1|Place_Desert2|Place_Desert4|Place_Snowfield3|Place_FertileField1|Place_FertileField2|Place_FertileField3|Place_FertileField4|Place_FertileField5|Place_CentralPlains1|Place_CentralPlains2|Place_CentralPlains3|Place_CentralPlains4|Place_CentralPlains5|Place_BirthPlace11|Place_BirthPlace12|Place_BirthPlace13|Place_BirthPlace14					5			Binatang pencerahan telah diambil oleh orang lain		OutAnimal		1		
9011	lelang misteri	Place_BirthPlace16		TradeAuction			5		Pelelangan dimulai lagi。Barang-barang yang dilelang ini penuh dengan misteri，Tidak dikenali。			TAuction				
9012	100 item lelang	Place_BirthPlace16		TradeAuction			5		Pelelangan dimulai lagi。Ada banyak item dalam lelang ini，Orang-orang yang datang untuk berpartisipasi juga beragam.。			TAuction				
9013	Lelang Harta Karun	Place_BirthPlace16		TradeAuction			5		Pelelangan dimulai lagi。Barang-barang dalam lelang ini semuanya adalah harta karun langka，Para pengunjung semuanya memiliki kaliber luar biasa！			TAuction				
9100	Ukiran batu Longya	Place_Desert	1	Story_UnlockTiXiu	1	114	9999		Dikatakan bahwa langit tiba-tiba runtuh jauh di dalam gurun，Ukiran batu Longya, tanah suci klan iblis di zaman kuno, muncul kembali di dunia manusia！						YaoZuJueQi	
9101	Ukiran batu Longya	Place_Desert	1	Story_UnlockTiXiu	0	0	9999		Dikatakan bahwa langit tiba-tiba runtuh jauh di dalam gurun，Ukiran batu Longya, tanah suci klan iblis di zaman kuno, muncul kembali di dunia manusia！							
2001	Jejak sang alkemis	Place_BirthPlace12	1	Story_Esoterica_QuQiJue	1	15	9999		Dikatakan bahwa sesuatu yang aneh telah terjadi di Gunung Yuelun baru-baru ini.，Seseorang melihat sang alkemis kuno datang dan pergi，Murid dapat dikutuk untuk pergi dan menyelidiki.！							ElixirGas
